8.9e-05,10.0.1.1,10.0.8.3,7000,8080,49,1462,7,4,2,1,16,8,31,19,0,0,0,0
0.01214,10.0.1.1,10.0.8.3,50000,8080,50,102,7,3,2,1,29,65,46,8806,0,0,0,0
0.052294,10.0.1.1,10.0.8.3,7000,8080,49,1462,7,4,2,1,64,8,35,14,0,0,0,0
0.065351,10.0.1.1,10.0.8.3,50000,8080,50,102,7,3,2,1,64,13,30,11675,0,0,0,0
0.144344,10.0.1.1,10.0.8.3,7000,8080,49,1462,7,4,2,1,2228,56,257,58,0,0,0,0
0.168483,10.0.1.1,10.0.8.3,50000,8080,50,95,7,3,2,1,5338,97,80,5980,0,0,0,1
0.199978,10.0.1.1,10.0.8.3,50001,8080,55,102,7,3,2,1,153,14956,115,17994,0,0,0,0
0.213173,10.0.1.1,10.0.8.3,7000,8080,49,1462,7,4,2,1,82,40,3321,5955,0,0,0,0
0.217874,10.0.1.1,10.0.8.3,50001,8080,55,102,7,3,2,1,47,21273,1524,89,0,0,0,0
0.22031,10.0.1.1,10.0.8.3,7000,8080,49,1462,7,4,2,1,50,1258,21,225,0,0,0,0
0.22245,10.0.1.1,10.0.8.3,50001,8080,55,102,7,3,2,1,24,4967,17,4356,0,0,0,0
0.240515,10.0.1.1,10.0.8.3,7000,8080,49,1462,7,4,2,1,17,9,7,12,0,0,0,0
0.263668,10.0.1.1,10.0.8.3,50001,8080,55,95,7,3,2,1,25,33,8,180,0,0,0,0
0.295723,10.0.1.1,10.0.8.3,50002,8080,31,102,7,3,2,1,12,17577,28,10853,0,0,0,0
0.297632,10.0.1.1,10.0.8.3,7000,8080,49,1462,7,4,2,1,12,17,10,37,0,0,0,0
0.321735,10.0.1.1,10.0.8.3,50002,8080,31,102,7,3,2,1,9,617,8,9,0,0,0,0
0.382979,10.0.1.1,10.0.8.3,7000,8080,49,1462,7,4,2,1,59,52,51,505,0,0,0,0
0.428438,10.0.1.1,10.0.8.3,50002,8080,31,95,7,3,2,1,82,95,43,239,0,0,0,0
0.436058,10.0.1.1,10.0.8.3,7000,8080,49,1462,7,4,2,1,43,1413,260,52,0,0,0,0
0.437773,10.0.1.1,10.0.8.3,50003,8080,66,102,7,3,2,1,21,21572,1653,50,0,0,0,0
